Price,Bedrooms,Bathrooms,SqFt,City,State,Year_Built,Type,Garage,Lot_Area
1745975,4,3,1336,Adelaide,QLD,1990,Apartment,0,1143
1551301,1,1,2881,Perth,SA,1962,Apartment,1,3000
520250,2,1,3780,Perth,WA,1972,Apartment,1,1837
1928554,4,3,3929,Melbourne,QLD,2004,House,1,4391
1225652,4,2,3719,Brisbane,QLD,2019,House,1,3459
1331516,3,2,1122,Melbourne,SA,1982,House,1,6279
754029,3,1,3935,Adelaide,WA,1952,Townhouse,1,9863
204124,1,3,1521,Brisbane,SA,1996,Townhouse,0,2691
232770,4,1,3032,Brisbane,SA,1990,Townhouse,0,3222
261742,3,3,1292,Adelaide,VIC,1998,Apartment,0,4426
1954656,3,1,3540,Perth,SA,1950,Townhouse,1,7119
1855902,5,1,2328,Sydney,WA,1991,House,1,9654
1895324,5,3,1992,Melbourne,QLD,1953,Townhouse,1,4949
1938637,4,3,3166,Perth,SA,2012,Apartment,0,9084
1537180,5,1,2720,Adelaide,QLD,1959,House,1,3795
503905,5,3,1955,Perth,SA,2008,House,0,8422
1458812,5,2,3889,Brisbane,SA,1977,Apartment,1,4943
1218824,5,2,1724,Adelaide,SA,1960,Townhouse,0,7951
798204,3,2,2341,Perth,WA,1957,Apartment,0,9104
595081,2,1,1889,Perth,WA,1972,Townhouse,1,5305
1738100,4,1,1570,Sydney,WA,2022,Townhouse,0,9675
1573367,4,1,2015,Perth,VIC,2002,Apartment,0,1746
1222399,2,3,1881,Sydney,VIC,1950,House,0,5818
1715063,2,2,1852,Brisbane,WA,1957,Townhouse,0,3610
281128,1,1,2282,Adelaide,NSW,1962,Townhouse,1,1952
595266,4,3,2501,Brisbane,VIC,2013,Townhouse,0,1550
1834539,5,2,1802,Perth,WA,2014,House,0,4156
1148614,4,3,3592,Melbourne,QLD,2005,Townhouse,0,2342
1948108,5,2,1921,Sydney,NSW,1966,Apartment,1,2622
1990565,1,2,1320,Perth,QLD,1972,Apartment,0,5312
875715,3,2,1438,Adelaide,QLD,1970,Townhouse,1,4550
137234,2,2,1032,Sydney,SA,1991,Townhouse,0,2781
1819628,5,1,2976,Adelaide,WA,1981,Townhouse,1,2365
810157,5,3,3985,Perth,NSW,1993,Townhouse,1,9667
1135167,5,1,3983,Brisbane,VIC,2021,Apartment,1,1619
645077,2,2,3442,Melbourne,VIC,1965,House,0,1626
736400,5,3,2196,Perth,VIC,1973,Townhouse,0,1226
484571,3,1,1492,Melbourne,VIC,1979,Townhouse,1,2697
307652,4,1,1248,Perth,VIC,2020,Townhouse,0,9167
479475,5,3,1002,Melbourne,QLD,1994,Apartment,0,4678
635954,4,2,2588,Perth,VIC,2016,Townhouse,1,9461
1350866,5,2,2097,Perth,NSW,2000,Apartment,0,8185
802907,3,3,1023,Adelaide,VIC,2012,Townhouse,1,9096
176434,2,1,2419,Melbourne,WA,1963,Townhouse,1,9714
215998,4,2,2679,Brisbane,WA,1966,Apartment,0,6686
1696200,3,3,1997,Brisbane,WA,1987,Townhouse,1,9777
940733,5,2,1302,Brisbane,NSW,1974,House,1,3961
723274,3,2,1293,Perth,NSW,1960,Apartment,1,6609
730331,1,1,869,Melbourne,SA,2017,Townhouse,1,8980
796386,1,2,3439,Brisbane,NSW,1972,Townhouse,1,2223
1101901,1,2,1286,Perth,NSW,1966,House,0,9363
1240890,3,3,3716,Perth,VIC,1983,House,1,4070
709851,5,1,3314,Sydney,QLD,1976,Townhouse,1,3443
1635437,2,2,822,Adelaide,QLD,1990,Townhouse,0,5179
407191,5,1,2316,Adelaide,SA,2019,Townhouse,0,3189
337597,3,3,1564,Sydney,VIC,1992,Townhouse,0,3647
1430017,3,1,3701,Sydney,QLD,2022,House,1,4769
1220685,1,3,2559,Brisbane,NSW,2000,House,0,8211
680356,1,1,1875,Melbourne,NSW,1980,Apartment,1,5593
1193215,1,2,2889,Perth,VIC,1995,Apartment,1,9284
696365,2,2,1133,Perth,VIC,1967,Townhouse,0,2109
1080796,5,3,1027,Melbourne,QLD,1994,Townhouse,0,1739
216868,4,3,2665,Brisbane,WA,1955,Townhouse,1,6539
1528289,4,1,1271,Perth,WA,1998,Townhouse,0,5378
119679,3,2,2493,Melbourne,VIC,1958,House,0,1239
1995578,3,1,3490,Perth,VIC,1974,House,1,8968
520639,3,3,3898,Sydney,QLD,2018,Townhouse,1,1970
1225066,4,3,3518,Perth,VIC,1984,Apartment,0,4965
1696521,1,1,838,Melbourne,VIC,2016,Townhouse,1,2811
1761628,1,2,839,Brisbane,WA,2005,Apartment,1,9228
349114,3,3,3976,Adelaide,VIC,1950,Apartment,0,2295
1645802,2,2,2735,Brisbane,NSW,2018,House,0,7164
1537832,1,1,1320,Sydney,QLD,1994,Townhouse,0,8926
779685,2,3,3638,Brisbane,VIC,2018,Apartment,1,7967
1404157,3,3,3185,Sydney,NSW,2016,Apartment,1,3982
314201,5,1,1719,Perth,VIC,1986,Apartment,1,5639
901773,4,2,3984,Melbourne,NSW,1985,House,1,8895
855840,1,1,2031,Perth,QLD,2008,Apartment,0,4872
549776,4,2,1135,Sydney,VIC,1962,House,1,7889
1946243,5,3,1299,Adelaide,VIC,1967,House,0,5616
1560970,5,2,2135,Melbourne,VIC,1987,Townhouse,1,5639
1845898,2,3,3284,Melbourne,SA,1963,Townhouse,0,6620
158007,3,2,3207,Adelaide,VIC,1997,Townhouse,0,1725
1268531,2,1,1298,Brisbane,WA,2006,House,1,4329
1145710,3,3,2537,Adelaide,VIC,1990,Townhouse,0,7386
1771217,5,3,1195,Adelaide,NSW,2011,House,1,4318
254622,5,3,1034,Melbourne,WA,2016,Townhouse,1,1019
670994,5,3,3638,Adelaide,SA,1957,House,0,5434
1386855,1,2,1586,Brisbane,WA,1950,House,1,5015
493070,5,3,2542,Perth,SA,1975,Apartment,0,1335
820217,3,2,2237,Brisbane,QLD,1951,Townhouse,1,6087
1725306,5,2,1173,Perth,SA,1988,House,1,4248
1118834,1,1,1226,Adelaide,QLD,1951,House,1,6502
1083772,1,3,3967,Sydney,NSW,1978,Townhouse,1,7079
132206,1,1,1247,Brisbane,WA,2020,Apartment,0,4413
1099107,1,3,1902,Adelaide,VIC,1985,Townhouse,0,8802
464261,2,2,947,Sydney,SA,1993,Apartment,0,4908
1425073,1,1,3672,Perth,VIC,2020,House,0,1755
1366364,1,3,1536,Adelaide,QLD,1955,House,0,3176
1937093,2,1,1107,Adelaide,WA,1983,Townhouse,0,1815
698146,2,2,969,Perth,WA,2020,Townhouse,0,5456
138886,2,2,2968,Melbourne,NSW,1957,House,1,6480
996557,3,3,3757,Perth,QLD,1960,Apartment,1,1466
705464,1,3,2789,Brisbane,NSW,1970,Apartment,0,9335
1858071,3,1,3012,Brisbane,NSW,2010,Apartment,1,1378
346747,4,1,2152,Sydney,QLD,2012,House,1,1031
1691156,1,3,2376,Melbourne,WA,2014,Apartment,0,7522
1535528,4,1,1969,Brisbane,VIC,1954,Townhouse,0,4995
1762642,2,2,2626,Perth,WA,1974,House,1,6157
744482,3,3,2416,Brisbane,NSW,1985,House,1,9567
1973825,4,1,2726,Brisbane,WA,1983,House,0,9160
617843,5,1,2680,Perth,QLD,1959,House,0,3794
964242,3,1,2207,Perth,NSW,1967,Apartment,1,9314
107301,4,3,3057,Brisbane,QLD,1980,Townhouse,0,7293
1099765,2,1,3724,Brisbane,WA,1961,House,1,9675
349740,1,2,1535,Melbourne,QLD,2006,House,0,8428
1734484,4,1,2345,Brisbane,VIC,1981,House,0,7625
1720975,2,1,999,Melbourne,WA,1959,Apartment,1,5983
831278,1,1,3128,Brisbane,NSW,1950,Townhouse,1,9402
671433,5,1,3409,Adelaide,VIC,1951,Apartment,0,1548
796327,4,2,2264,Perth,SA,1989,Townhouse,0,7516
1428170,5,1,3661,Melbourne,WA,2003,Apartment,1,1945
1045575,1,2,3684,Adelaide,NSW,1986,House,1,5396
1225318,2,1,2742,Melbourne,VIC,1997,Apartment,1,2554
174394,5,3,2927,Melbourne,NSW,1969,House,1,8527
540337,5,2,3594,Perth,NSW,1977,House,0,9695
1013508,5,2,1862,Sydney,WA,1966,House,0,8007
606766,5,3,2083,Perth,NSW,2021,House,0,2076
1407002,2,2,3588,Perth,QLD,1975,Townhouse,1,3649
774222,3,3,2403,Sydney,NSW,1971,Apartment,0,4047
807770,3,3,3330,Sydney,WA,2011,Townhouse,1,2214
1933648,1,1,2226,Sydney,NSW,1959,Townhouse,1,7863
959036,1,3,1133,Adelaide,QLD,1974,Townhouse,0,8451
536420,2,2,3477,Perth,VIC,1988,Townhouse,0,9210
898195,3,2,1847,Adelaide,SA,2017,Apartment,0,4895
1494016,4,3,2988,Adelaide,NSW,1961,Apartment,0,9788
1423733,1,2,2668,Brisbane,WA,1984,Townhouse,1,3617
268985,4,1,2168,Adelaide,SA,1963,Townhouse,0,7286
1920445,5,3,1330,Brisbane,VIC,1970,House,0,2474
534294,4,1,2681,Melbourne,NSW,1966,Apartment,0,2736
1384163,2,3,871,Brisbane,NSW,2020,House,0,7003
935009,5,3,3721,Brisbane,WA,1968,Apartment,0,8188
1033396,5,3,1296,Melbourne,NSW,1995,House,1,9447
716430,1,1,2556,Sydney,SA,2009,Apartment,1,1471
951710,2,2,3123,Adelaide,VIC,2019,Townhouse,0,4448
249336,4,3,3814,Brisbane,VIC,1974,House,1,8927
506802,1,1,3768,Perth,WA,1999,House,1,7978
453977,1,3,1203,Brisbane,QLD,1987,House,1,2417
1472512,3,2,1396,Adelaide,NSW,1958,Apartment,0,3819
553819,2,2,2011,Brisbane,NSW,2004,Apartment,1,6283
117977,1,1,2921,Brisbane,NSW,1962,House,1,2386
745480,4,2,2112,Melbourne,NSW,1962,House,1,9523
1059176,3,2,1306,Brisbane,SA,1960,Apartment,1,7752
1558333,5,2,3268,Brisbane,VIC,1986,Townhouse,1,1431
374469,3,1,1687,Melbourne,SA,2017,House,0,8525
1813958,4,1,1273,Adelaide,QLD,1961,Apartment,1,8143
733019,2,3,2579,Brisbane,SA,1950,House,1,9215
782715,1,1,3663,Sydney,SA,1980,Townhouse,0,7509
1548734,3,2,3153,Sydney,NSW,1962,Apartment,0,8260
892972,5,2,2684,Melbourne,NSW,1995,Apartment,1,3677
879008,2,2,3899,Sydney,NSW,2007,Townhouse,1,9131
1301170,2,1,1889,Adelaide,NSW,1965,House,0,7718
1741455,3,2,849,Sydney,NSW,1951,House,1,7256
949649,2,2,2046,Perth,QLD,2011,Apartment,0,8753
297032,2,3,1326,Perth,VIC,1991,House,0,9214
1098415,5,1,2313,Perth,NSW,2016,Townhouse,0,3508
1224459,3,3,1234,Sydney,QLD,1951,Apartment,0,5041
306709,1,2,1899,Brisbane,QLD,2012,Townhouse,0,8144
1716290,5,1,1704,Adelaide,WA,2016,Townhouse,0,6847
559850,1,3,1626,Sydney,VIC,1962,House,0,6892
1733951,1,3,2708,Perth,SA,1982,Apartment,1,3694
1015058,5,2,3242,Melbourne,NSW,1973,Apartment,0,3618
1004491,2,1,2545,Adelaide,SA,1996,House,1,2166
287114,2,1,3629,Adelaide,SA,1986,House,1,9199
1898855,1,1,2299,Perth,NSW,1975,Townhouse,1,7283
132863,4,1,3417,Perth,SA,1955,House,1,2674
1767696,3,1,3838,Brisbane,VIC,1990,Apartment,0,7470
783465,2,1,1484,Sydney,WA,1979,House,1,8246
1193457,4,1,895,Sydney,SA,1976,Townhouse,0,2975
1081457,3,2,3802,Adelaide,QLD,1983,Apartment,0,4754
1228410,3,1,1888,Brisbane,WA,1983,Apartment,1,6830
104735,4,2,1063,Adelaide,QLD,1982,Townhouse,1,6383
315980,1,3,1887,Brisbane,WA,2011,Townhouse,0,9453
896671,5,1,3607,Brisbane,NSW,1986,House,1,3556
1181351,5,2,3601,Melbourne,NSW,1979,Apartment,1,3411
675836,1,1,2008,Brisbane,QLD,2003,Townhouse,0,6594
1377388,4,2,3934,Adelaide,VIC,1960,Apartment,1,1009
269373,1,3,2716,Brisbane,WA,1973,Apartment,1,9345
1147654,2,3,3720,Sydney,SA,2007,Apartment,0,3300
716442,1,3,3621,Perth,QLD,1988,House,1,3722
1302987,5,2,1115,Perth,SA,2004,Townhouse,1,5896
1963395,1,1,1802,Melbourne,WA,1962,Townhouse,0,1951
922423,4,3,2006,Adelaide,NSW,1984,Townhouse,0,5766
1172349,2,3,3461,Perth,WA,1951,Apartment,0,6088
1170657,1,1,3351,Brisbane,NSW,1974,Apartment,0,6757
1701981,4,1,858,Melbourne,QLD,2010,House,0,9438
1425735,1,2,3525,Adelaide,QLD,1978,Apartment,1,4329
973819,2,1,3567,Sydney,WA,1978,Townhouse,0,5573
1954840,3,3,3819,Melbourne,QLD,1961,House,1,9015
802541,5,2,2206,Perth,WA,1951,Apartment,0,8016
1125022,4,1,1005,Brisbane,NSW,2015,Townhouse,1,1477
521022,3,3,3411,Melbourne,VIC,1972,House,1,1098
822127,2,1,3972,Adelaide,NSW,1977,Apartment,1,1219
866387,3,1,1497,Brisbane,SA,1970,Apartment,1,3010
1805873,5,2,3315,Perth,NSW,1989,Apartment,0,5158
1838643,1,2,3838,Brisbane,VIC,2018,House,1,4953
1619830,3,2,3782,Brisbane,NSW,2001,House,1,1417
1165708,4,2,3761,Adelaide,SA,1969,Townhouse,0,9342
1898527,2,3,2812,Melbourne,NSW,1976,Townhouse,0,1721
1980219,3,3,2519,Brisbane,NSW,1961,House,0,9622
1489272,5,3,3911,Melbourne,WA,1960,Apartment,1,7315
921175,2,2,3414,Brisbane,QLD,1954,House,0,4493
335528,5,2,2783,Perth,QLD,1998,Townhouse,1,6550
582732,4,1,3196,Perth,SA,2020,House,0,6809
1094693,4,1,3373,Adelaide,NSW,1959,Townhouse,0,2012
1676590,3,1,2807,Melbourne,QLD,1977,Apartment,1,2637
294095,5,3,2632,Melbourne,SA,1956,House,0,4936
786844,5,1,2807,Sydney,NSW,2004,Apartment,1,7004
1170731,5,1,3650,Perth,QLD,1966,Apartment,0,3650
112454,2,2,3233,Melbourne,QLD,1994,House,0,6532
183850,4,3,2808,Brisbane,QLD,1984,Apartment,1,6019
200506,5,3,3273,Brisbane,SA,2013,Townhouse,0,6493
805661,2,3,3438,Brisbane,QLD,1979,Apartment,1,9225
1547910,5,2,2551,Adelaide,WA,2002,Apartment,0,3221
459752,4,1,927,Adelaide,NSW,2016,Apartment,0,1818
468360,5,3,2936,Sydney,WA,2015,House,1,4882
503577,1,1,3161,Perth,VIC,1959,Apartment,1,1760
934416,5,2,2744,Adelaide,NSW,1970,Townhouse,0,2644
1393071,2,3,3735,Adelaide,VIC,1968,House,0,2366
1891585,3,1,1842,Melbourne,WA,2015,House,0,7123
526193,3,1,1646,Sydney,SA,1952,Townhouse,0,9264
820824,3,2,2874,Sydney,VIC,2011,Townhouse,0,8123
1951850,4,3,1169,Melbourne,VIC,2012,Townhouse,1,7228
482560,5,2,3538,Sydney,SA,1958,House,0,2009
1544022,3,1,908,Adelaide,NSW,1989,Apartment,1,7269
1398036,5,3,2127,Brisbane,VIC,1973,Townhouse,1,8475
556600,1,2,2987,Sydney,NSW,1973,Apartment,1,1685
370147,3,3,3444,Melbourne,SA,1968,Townhouse,1,6259
1821147,2,2,1513,Brisbane,SA,1981,House,1,4130
101894,3,1,1219,Brisbane,VIC,2008,Apartment,0,3851
486036,2,3,1498,Brisbane,VIC,1998,Apartment,0,3335
1806651,3,2,3183,Brisbane,WA,2006,Townhouse,1,5955
1721075,1,2,2015,Brisbane,QLD,2006,House,0,4079
303058,3,1,2665,Brisbane,VIC,1964,Townhouse,1,7520
1486427,3,3,2097,Melbourne,QLD,2002,Townhouse,0,9325
1712071,2,3,2474,Brisbane,WA,2017,Townhouse,0,1367
1901966,4,1,2248,Sydney,VIC,1970,Apartment,0,2368
1714081,4,1,2243,Sydney,QLD,2000,Apartment,0,1733
1460334,1,3,2969,Adelaide,SA,1995,Townhouse,0,6472
448904,4,2,828,Melbourne,WA,1980,Apartment,0,5712
251721,1,3,2832,Melbourne,SA,2021,House,0,9852
131462,1,3,2785,Perth,WA,1998,Townhouse,1,3146
1566187,4,1,1258,Brisbane,VIC,2002,House,1,7918
1641088,1,1,3812,Melbourne,NSW,2004,Townhouse,0,5429
959887,1,2,3086,Adelaide,WA,1969,Townhouse,1,5955
1793901,1,1,3322,Melbourne,QLD,1954,Apartment,1,6174
1125662,3,3,2190,Brisbane,VIC,1972,Townhouse,0,6882
350034,1,3,3511,Sydney,VIC,1964,House,0,9694
1511566,1,1,1194,Adelaide,SA,1950,Townhouse,1,7229
119615,3,2,3618,Perth,VIC,2016,Apartment,0,3902
1803303,4,1,3312,Perth,SA,1996,Apartment,1,6940
1388566,4,1,1233,Brisbane,WA,1963,House,0,8909
1199901,2,1,880,Adelaide,VIC,2008,Townhouse,1,4720
1344781,3,3,3265,Adelaide,SA,2020,Apartment,1,7707
1570987,5,2,3264,Perth,WA,2019,House,1,6754
983655,4,1,3126,Perth,SA,1963,Apartment,1,4089
1849223,5,1,3173,Perth,NSW,1977,Apartment,0,2131
317606,4,3,3925,Adelaide,WA,2007,Townhouse,0,3275
1336804,4,3,1241,Adelaide,WA,2010,Apartment,1,5746
1839892,1,3,2371,Perth,NSW,2016,Apartment,0,8468
112806,1,2,2618,Perth,SA,2014,House,0,4654
982411,4,2,3181,Brisbane,WA,2020,Apartment,1,7626
769914,5,3,1014,Melbourne,NSW,2001,Apartment,0,7112
1785979,3,1,2011,Perth,NSW,2018,House,0,9397
456626,5,2,1853,Adelaide,WA,1955,Apartment,0,6070
1811519,2,1,2677,Brisbane,SA,1996,Townhouse,0,4954
676182,1,1,3336,Adelaide,NSW,1986,Apartment,0,1764
1844116,4,2,2782,Brisbane,QLD,1999,Townhouse,1,2713
374743,3,2,3467,Adelaide,VIC,1960,Townhouse,1,7500
1563261,4,2,1369,Sydney,SA,2004,Apartment,1,4092
1172291,5,1,3584,Adelaide,SA,1979,Townhouse,0,4006
763582,2,3,3632,Brisbane,WA,2020,Apartment,0,8170
1285820,1,1,2720,Sydney,VIC,2000,Townhouse,1,8082
631245,4,2,1423,Sydney,WA,1978,House,0,7766
1719891,5,3,3868,Adelaide,QLD,1956,Apartment,1,3232
524185,1,2,1849,Brisbane,WA,1999,Apartment,1,4850
1194542,3,3,1148,Perth,NSW,1964,Townhouse,1,6450
554075,3,3,3383,Melbourne,SA,1977,House,1,4636
1865726,5,3,3990,Sydney,SA,2005,Townhouse,1,2985
1807512,1,3,1269,Adelaide,NSW,1964,Townhouse,0,6944
417503,3,1,2084,Brisbane,VIC,1973,House,1,8367
1671997,2,1,920,Melbourne,QLD,1957,Townhouse,0,7998
1443813,3,3,2123,Adelaide,VIC,2005,Townhouse,0,2117
1727732,1,1,1382,Melbourne,SA,1978,House,0,5823
1716496,3,3,1291,Melbourne,SA,1967,Townhouse,0,4477
1934525,4,1,970,Sydney,NSW,1966,Townhouse,1,2095
1475723,3,3,2000,Brisbane,SA,1982,Townhouse,0,3636
1454952,2,1,1249,Brisbane,NSW,1987,Townhouse,1,3755
874130,3,1,2458,Perth,WA,1979,Apartment,0,4396
823730,1,1,2162,Sydney,VIC,1989,Apartment,0,9853
815100,3,1,1226,Sydney,WA,1961,Apartment,1,9040
1429425,4,2,1010,Adelaide,WA,1969,House,0,7548
998093,5,1,3313,Perth,WA,2006,Townhouse,0,9250
564080,1,2,3899,Perth,WA,1956,Townhouse,0,7583
1952521,5,2,3622,Adelaide,SA,1993,House,1,1265
1500925,3,3,3222,Sydney,NSW,1969,House,0,7921
1792927,1,2,2117,Brisbane,VIC,1982,Apartment,1,3731
647462,3,1,3955,Sydney,QLD,1962,Apartment,1,6235
1829992,1,1,1583,Sydney,QLD,1996,Apartment,0,4940
1474325,2,2,2904,Sydney,VIC,1957,Townhouse,1,6397
1348950,3,2,3091,Perth,SA,1972,House,1,3684
1764926,3,2,1451,Adelaide,QLD,1971,Townhouse,1,9669
452337,4,1,3506,Melbourne,WA,1993,Apartment,0,4285
1305530,4,1,2063,Sydney,VIC,1969,Apartment,1,2664
1005271,1,1,2471,Brisbane,WA,1968,Apartment,1,9867
1283326,5,2,3460,Adelaide,QLD,1971,House,1,9168
1672810,3,1,3412,Brisbane,WA,1993,House,0,4021
1988122,2,2,3713,Brisbane,SA,1988,House,1,8028
1532129,2,3,1248,Adelaide,NSW,2022,Apartment,1,5110
1249241,3,2,2660,Brisbane,QLD,1992,House,0,7549
1964746,2,1,2477,Brisbane,QLD,2021,House,1,2817
1777367,5,1,1527,Melbourne,VIC,1982,House,1,4269
542427,1,1,2841,Adelaide,VIC,2014,Townhouse,1,9354
265784,1,2,1775,Perth,QLD,1951,Apartment,1,8017
980088,3,2,1478,Perth,WA,1968,Townhouse,1,5143
289394,4,2,1678,Adelaide,QLD,1963,Townhouse,1,6350
1077267,3,1,1378,Brisbane,SA,1983,Apartment,1,3034
1981399,3,1,1713,Adelaide,WA,2010,Apartment,1,7253
1931086,2,3,908,Melbourne,WA,1987,Townhouse,0,9400
835269,3,1,1536,Sydney,NSW,1952,House,1,1854
222312,5,2,1080,Adelaide,NSW,2015,House,0,5707
601795,1,1,2274,Sydney,VIC,1986,Townhouse,1,4332
1045350,1,1,1350,Sydney,SA,1952,House,0,9743
444233,3,1,1204,Adelaide,WA,2009,Apartment,0,3557
684938,3,2,3272,Sydney,VIC,2021,Apartment,0,5627
1310233,3,3,1825,Melbourne,NSW,1974,House,1,2670
587261,5,1,3409,Brisbane,SA,2010,Townhouse,1,5394
1921634,5,3,3703,Sydney,NSW,1975,House,1,7048
128988,2,1,2249,Melbourne,NSW,1958,Apartment,1,7100
1338393,2,1,3961,Melbourne,WA,1969,Apartment,1,9623
1828501,3,2,2126,Perth,NSW,1999,Townhouse,0,5941
1065845,3,2,1655,Brisbane,SA,1996,Apartment,0,6016
1396510,1,3,2631,Melbourne,NSW,1986,Townhouse,0,8303
543269,2,3,2179,Melbourne,SA,1968,Townhouse,0,4365
625520,3,3,2063,Brisbane,QLD,1994,House,0,8023
327699,4,1,1939,Adelaide,QLD,1983,Apartment,0,8521
627527,5,3,2555,Sydney,WA,1953,Apartment,1,9054
1238067,3,2,3968,Brisbane,NSW,1982,House,1,8860
366427,5,3,2869,Perth,QLD,1991,Apartment,1,5558
1311820,1,3,1228,Melbourne,WA,1956,House,1,1553
1647588,2,3,3892,Melbourne,WA,1977,Townhouse,0,5683
1215221,5,3,3250,Perth,QLD,1997,House,1,6564
975585,5,2,3666,Brisbane,WA,2014,House,1,2230
377843,2,3,3522,Brisbane,QLD,1989,Townhouse,1,5362
174989,5,2,1178,Brisbane,SA,1966,House,1,5479
329148,5,2,1969,Adelaide,SA,2008,House,0,6275
1940374,2,1,2269,Adelaide,VIC,1981,Townhouse,1,6354
1018659,4,1,1461,Brisbane,SA,1978,Apartment,0,2137
1341553,3,2,2094,Melbourne,WA,2012,Apartment,0,4254
1232489,4,1,3044,Adelaide,WA,1997,Apartment,1,1752
991679,3,3,1952,Sydney,SA,2000,Townhouse,0,8418
1650217,4,1,3140,Adelaide,QLD,1983,Townhouse,1,6240
1701354,3,2,1092,Sydney,VIC,1967,Apartment,1,8862
1220334,3,1,3905,Brisbane,SA,1974,Townhouse,1,5065
1893487,2,2,2198,Adelaide,QLD,1950,House,0,7790
1629716,4,3,3806,Perth,QLD,1980,Townhouse,1,6612
367235,1,3,3554,Brisbane,NSW,2021,Apartment,0,9826
1608525,2,1,2322,Brisbane,NSW,1957,Townhouse,0,2565
1336577,1,3,3236,Perth,NSW,2015,House,1,4791
1351535,4,2,3985,Melbourne,SA,1978,Townhouse,0,2000
339326,2,1,1015,Sydney,SA,2002,Townhouse,0,8405
1004905,1,1,2065,Melbourne,QLD,1973,House,1,2980
1682775,5,2,1295,Brisbane,SA,1994,Townhouse,1,2696
700794,4,1,1464,Adelaide,QLD,1971,House,0,7753
1697125,3,3,3453,Sydney,QLD,1994,Apartment,0,3665
1163163,2,3,2258,Perth,SA,2012,Townhouse,1,5657
1978409,3,1,2494,Brisbane,SA,1960,House,1,2583
440973,5,2,2486,Brisbane,VIC,1996,Townhouse,1,4261
653299,3,3,2491,Perth,SA,1963,Townhouse,0,6929
1563347,3,1,2332,Perth,QLD,1954,Apartment,0,6231
377170,5,1,2466,Brisbane,WA,2016,Townhouse,1,6814
938796,1,1,3066,Adelaide,QLD,1983,Apartment,0,8715
292050,5,3,3089,Adelaide,VIC,2000,Apartment,0,6749
140066,2,1,3052,Sydney,SA,1963,Townhouse,1,1331
308841,5,3,1049,Adelaide,VIC,2013,House,0,9613
415283,5,3,1828,Brisbane,WA,1978,Apartment,0,3788
1597741,2,1,2859,Sydney,NSW,2018,Apartment,1,9796
1126718,1,2,1133,Adelaide,NSW,1950,Apartment,1,3428
233878,5,1,3938,Sydney,NSW,1981,Townhouse,1,5252
443932,2,2,2632,Adelaide,SA,1975,Apartment,0,6754
1750897,1,1,906,Adelaide,VIC,1991,Townhouse,1,8044
312895,2,2,998,Brisbane,SA,1961,Townhouse,0,5455
133384,3,2,3612,Sydney,QLD,1987,House,0,1540
630057,1,1,2660,Adelaide,SA,1961,Apartment,0,4800
1424063,2,1,2572,Melbourne,WA,2011,Townhouse,0,9780
646418,2,2,1132,Sydney,QLD,1985,House,0,7134
1144252,5,1,1920,Brisbane,SA,1962,Apartment,1,1832
683560,1,3,982,Adelaide,NSW,1957,House,0,6952
1172341,3,2,1965,Brisbane,VIC,1981,Townhouse,1,9175
1042022,3,3,3255,Melbourne,VIC,1950,Townhouse,1,7431
1304308,2,2,3100,Melbourne,VIC,1986,Townhouse,0,4500
749071,1,2,3045,Brisbane,QLD,1965,House,1,1419
1943503,1,1,3687,Perth,WA,1980,House,0,6122
375796,4,2,3706,Sydney,WA,1997,Apartment,0,9944
975371,3,1,3114,Perth,NSW,1969,Townhouse,1,2030
1693784,5,3,3319,Perth,SA,1995,House,1,6544
144329,3,3,2925,Sydney,QLD,2016,Townhouse,0,2426
926369,4,2,3688,Adelaide,SA,2012,House,0,4605
178184,2,1,3487,Sydney,SA,1969,House,0,5788
1832334,4,2,3938,Brisbane,NSW,1975,Apartment,1,7673
623091,3,3,3193,Adelaide,VIC,1984,House,0,6712
590708,5,3,1811,Adelaide,SA,1995,Apartment,1,5577
1864409,5,3,807,Melbourne,WA,1992,House,1,9871
212822,5,1,2824,Sydney,VIC,1958,Townhouse,0,4895
573710,1,2,895,Brisbane,QLD,1959,Townhouse,0,2818
851108,3,3,1878,Adelaide,WA,1993,Townhouse,0,5061
264332,5,1,2016,Brisbane,VIC,1985,Apartment,1,7920
471814,2,3,1934,Brisbane,WA,1988,House,0,6668
1651924,2,3,1033,Adelaide,WA,1999,Townhouse,1,9604
1117737,5,3,1687,Perth,NSW,2001,Apartment,0,9944
456772,3,2,829,Adelaide,VIC,2021,House,0,4169
576964,2,1,3599,Perth,WA,2000,Apartment,0,3211
1394501,5,2,2631,Sydney,NSW,2014,House,1,3276
435251,5,3,2889,Adelaide,QLD,1956,House,0,2088
944442,3,3,2686,Perth,WA,1957,Townhouse,1,4389
650383,2,3,979,Sydney,QLD,1954,House,0,3717
480224,3,2,1703,Adelaide,VIC,1979,Apartment,0,9423
524808,5,3,1696,Sydney,QLD,1980,Apartment,0,9220
186332,3,3,3209,Brisbane,SA,1972,Apartment,1,1134
1160319,5,2,3279,Sydney,NSW,1951,Townhouse,1,2218
1308879,4,3,3293,Perth,QLD,2017,House,1,7422
1132640,5,3,3641,Adelaide,VIC,1953,Townhouse,1,4032
242262,2,2,2128,Sydney,QLD,1979,House,0,2959
1514070,3,3,1513,Adelaide,VIC,1996,Townhouse,1,8579
940976,3,1,1412,Brisbane,SA,2009,Townhouse,1,1771
380827,4,1,2299,Perth,SA,1958,Apartment,1,7584
1994827,2,1,3140,Brisbane,VIC,1959,House,1,1796
